"","year","month","siteID","mean_hum","datetime"
"446",2021,5,"BLAN",71.6958861185984,2021-05-01
"447",2021,5,"KONZ",73.885298102981,2021-05-01
"448",2021,5,"ORNL",64.5124238227147,2021-05-01
"449",2021,5,"OSBS",68.212976011994,2021-05-01
"450",2021,5,"SERC",67.242077743378,2021-05-01
"451",2021,5,"TALL",70.1522852818767,2021-05-01
"452",2021,5,"UKFS",75.3698960573477,2021-05-01
"453",2021,6,"BLAN",77.1704696810375,2021-06-01
"454",2021,6,"KONZ",67.9310480196285,2021-06-01
"455",2021,6,"ORNL",76.6992340577129,2021-06-01
"456",2021,6,"OSBS",85.134762272903,2021-06-01
"457",2021,6,"SERC",80.430134594398,2021-06-01
"458",2021,6,"TALL",82.3047805585782,2021-06-01
"459",2021,6,"UKFS",71.5393915248099,2021-06-01
"460",2021,7,"BLAN",77.4490070921986,2021-07-01
"461",2021,7,"KONZ",72.4060848400556,2021-07-01
"462",2021,7,"ORNL",84.5609830508475,2021-07-01
"463",2021,7,"OSBS",85.2518068181818,2021-07-01
"464",2021,7,"SERC",79.6039926335175,2021-07-01
"465",2021,7,"TALL",85.5128851174935,2021-07-01
"466",2021,7,"UKFS",80.1842772277228,2021-07-01
"467",2021,8,"BLAN",80.1582044293015,2021-08-01
"468",2021,8,"KONZ",69.9643924889543,2021-08-01
"469",2021,8,"ORNL",86.7900728913572,2021-08-01
"470",2021,8,"OSBS",110.119714553112,2021-08-01
"471",2021,8,"SERC",87.931391184573,2021-08-01
"472",2021,8,"TALL",85.8363786441869,2021-08-01
"473",2021,8,"UKFS",76.5955264116576,2021-08-01
"474",2021,9,"BLAN",82.4380769230769,2021-09-01
"475",2021,9,"KONZ",63.9562160254148,2021-09-01
"476",2021,9,"ORNL",83.8153733476241,2021-09-01
"477",2021,9,"OSBS",85.5669014084507,2021-09-01
"478",2021,9,"SERC",80.077090981644,2021-09-01
"479",2021,9,"TALL",83.1286257197697,2021-09-01
"480",2021,9,"UKFS",70.198581958582,2021-09-01
"481",2021,10,"BLAN",81.0808954203691,2021-10-01
"482",2021,10,"KONZ",65.843149825784,2021-10-01
"483",2021,10,"ORNL",87.8795414099932,2021-10-01
"484",2021,10,"OSBS",80.5408336168765,2021-10-01
"485",2021,10,"SERC",84.0786785216178,2021-10-01
"486",2021,10,"TALL",82.6185006877579,2021-10-01
"487",2021,10,"UKFS",72.4802386980109,2021-10-01
"488",2021,11,"BLAN",67.53608,2021-11-01
